Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Customer_ID,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Region
PT002,WholeLife,Whole life insurance policy,10971,Auto Policy 10971,483,5000,Quarterly,2016-05-15,2018-05-15,2016-08-22,2016-07-23,600000,1829.43,WEST
PT003,Term,Term life insurance policy,10972,Home Policy 10972,484,12500,Annual,2013-05-01,2018-04-30,2014-05-24,2014-04-24,200000,6231.66,WEST
PT002,WholeLife,Whole life insurance policy,10973,Term Policy 10973,484,10000,Monthly,2008-03-18,2009-03-18,2009-06-24,2009-05-25,600000,4522.01,WEST
PT002,WholeLife,Whole life insurance policy,10974,Term Policy 10974,485,15000,Quarterly,2015-07-23,2017-07-22,2015-12-12,2015-11-12,200000,6867.17,SOUTH
PT001,Auto,Auto insurance policy,10975,Term Policy 10975,485,5000,Annual,2008-05-14,2013-05-13,2009-05-20,2009-04-20,200000,1740.18,SOUTH
PT001,Auto,Auto insurance policy,10976,Home Policy 10976,486,20000,Annual,2016-05-26,2021-05-25,2016-11-12,2016-10-13,400000,9303.76,WEST
PT002,WholeLife,Whole life insurance policy,10977,Home Policy 10977,486,20000,Annual,2005-09-25,2010-09-24,2006-06-07,2006-05-08,300000,14676.57,WEST
PT003,Term,Term life insurance policy,10978,Auto Policy 10978,487,15000,Monthly,2006-09-26,2007-09-26,2007-09-15,2007-08-16,600000,9618.41,WEST
PT003,Term,Term life insurance policy,10979,Health Policy 10979,487,5000,Annual,2017-02-02,2022-02-01,2018-06-26,2018-05-27,1000000,2847.15,WEST
PT002,WholeLife,Whole life insurance policy,10980,Auto Policy 10980,487,20000,Quarterly,2018-08-14,2020-08-13,2019-07-06,2019-06-06,600000,10174.24,WEST
PT001,Auto,Auto insurance policy,10981,WholeLife Policy 10981,488,7500,Quarterly,2017-11-26,2019-11-26,2018-05-29,2018-04-29,400000,5694.78,NORTH
PT004,Health,Health insurance policy,10982,Term Policy 10982,488,10000,Quarterly,2010-03-07,2012-03-06,2010-07-04,2010-06-04,800000,6851.51,NORTH
PT002,WholeLife,Whole life insurance policy,10983,Health Policy 10983,489,10000,Monthly,2013-02-12,2014-02-12,2013-12-27,2013-11-27,600000,2535.11,SOUTH
PT005,Home,Home insurance policy,10984,Term Policy 10984,489,15000,Quarterly,2019-08-28,2021-08-27,2020-06-12,2020-05-13,300000,11256.19,SOUTH
PT003,Term,Term life insurance policy,10985,Home Policy 10985,490,7500,Annual,2007-10-24,2012-10-22,2009-04-01,2009-03-02,1000000,3639.99,EAST
PT003,Term,Term life insurance policy,10986,WholeLife Policy 10986,491,25000,Quarterly,2018-08-01,2020-07-31,2019-03-23,2019-02-21,400000,10492.28,NORTH
PT002,WholeLife,Whole life insurance policy,10987,Auto Policy 10987,491,15000,Quarterly,2014-03-01,2016-02-29,2015-02-18,2015-01-19,300000,8189.1,NORTH
PT003,Term,Term life insurance policy,10988,WholeLife Policy 10988,491,5000,Quarterly,2009-01-13,2011-01-13,2009-05-14,2009-04-14,300000,2465.19,NORTH
PT001,Auto,Auto insurance policy,10989,Health Policy 10989,492,25000,Monthly,2007-04-08,2008-04-07,2008-08-06,2008-07-07,200000,12549.85,SOUTH
PT005,Home,Home insurance policy,10990,WholeLife Policy 10990,492,15000,Monthly,2006-08-22,2007-08-22,2007-07-19,2007-06-19,1000000,12645.54,SOUTH
PT005,Home,Home insurance policy,10991,Health Policy 10991,492,12500,Monthly,2012-12-12,2013-12-12,2013-11-22,2013-10-23,800000,4612.56,SOUTH
PT002,WholeLife,Whole life insurance policy,10992,Auto Policy 10992,493,15000,Quarterly,2012-07-22,2014-07-22,2013-08-01,2013-07-02,600000,4131.6,EAST
PT003,Term,Term life insurance policy,10993,Auto Policy 10993,493,10000,Annual,2006-08-28,2011-08-27,2008-02-05,2008-01-06,500000,4862.12,EAST
PT005,Home,Home insurance policy,10994,Health Policy 10994,494,20000,Quarterly,2011-06-28,2013-06-27,2012-09-05,2012-08-06,300000,6568.31,WEST
PT001,Auto,Auto insurance policy,10995,Home Policy 10995,494,7500,Monthly,2016-06-04,2017-06-04,2017-06-02,2017-05-03,200000,4613.5,WEST
PT001,Auto,Auto insurance policy,10996,Health Policy 10996,495,12500,Quarterly,2013-07-05,2015-07-05,2014-05-21,2014-04-21,300000,8822.17,SOUTH
PT002,WholeLife,Whole life insurance policy,10997,Term Policy 10997,495,10000,Monthly,2007-03-05,2008-03-04,2007-10-25,2007-09-25,500000,2338.02,SOUTH
PT004,Health,Health insurance policy,10998,Home Policy 10998,495,15000,Annual,2016-10-12,2021-10-11,2017-07-17,2017-06-17,1000000,5995.2,SOUTH
PT001,Auto,Auto insurance policy,10999,Term Policy 10999,496,5000,Monthly,2009-01-01,2010-01-01,2010-03-13,2010-02-11,1000000,4088.34,EAST
PT003,Term,Term life insurance policy,11000,WholeLife Policy 11000,496,10000,Annual,2014-08-28,2019-08-27,2016-01-20,2015-12-21,600000,6308.34,EAST
