Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Customer_ID,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Region
PT001,Auto,Auto insurance policy,10171,Auto Policy 10171,84,25000,Monthly,2006-09-29,2007-09-29,2007-12-20,2007-11-20,500000,12546.83,SOUTH
PT001,Auto,Auto insurance policy,10172,Auto Policy 10172,85,15000,Annual,2005-09-26,2010-09-25,2005-12-25,2005-11-25,600000,7925.36,WEST
PT001,Auto,Auto insurance policy,10173,Auto Policy 10173,86,20000,Quarterly,2006-06-27,2008-06-26,2007-09-16,2007-08-17,200000,5351.05,NORTH
PT001,Auto,Auto insurance policy,10174,Auto Policy 10174,86,15000,Monthly,2018-07-01,2019-07-01,2018-12-02,2018-11-02,300000,10041.31,NORTH
PT001,Auto,Auto insurance policy,10175,Auto Policy 10175,87,10000,Annual,2008-04-07,2013-04-06,2008-12-01,2008-11-01,600000,4465.42,NORTH
PT005,Home,Home insurance policy,10176,Home Policy 10176,88,15000,Annual,2010-06-05,2015-06-04,2010-09-23,2010-08-24,200000,11605.66,EAST
PT001,Auto,Auto insurance policy,10177,Auto Policy 10177,88,20000,Monthly,2016-11-11,2017-11-11,2017-06-03,2017-05-04,300000,6404.83,EAST
PT005,Home,Home insurance policy,10178,Home Policy 10178,88,5000,Annual,2005-02-05,2010-02-04,2005-12-20,2005-11-20,300000,3979.54,EAST
PT003,Term,Term life insurance policy,10179,Term Policy 10179,89,7500,Annual,2020-08-29,2025-08-28,2021-10-07,2021-09-07,500000,6528.18,WEST
PT002,WholeLife,Whole life insurance policy,10180,WholeLife Policy 10180,89,12500,Quarterly,2012-12-16,2014-12-16,2013-11-04,2013-10-05,300000,4491.1,WEST
PT003,Term,Term life insurance policy,10181,Term Policy 10181,90,5000,Quarterly,2007-10-10,2009-10-09,2008-02-16,2008-01-17,600000,2735.36,EAST
PT003,Term,Term life insurance policy,10182,Term Policy 10182,91,5000,Annual,2017-07-01,2022-06-30,2018-02-13,2018-01-14,200000,2727.99,WEST
PT004,Health,Health insurance policy,10183,Health Policy 10183,91,15000,Quarterly,2011-05-13,2013-05-12,2011-12-18,2011-11-18,800000,10213.99,WEST
PT002,WholeLife,Whole life insurance policy,10184,WholeLife Policy 10184,92,10000,Quarterly,2017-06-04,2019-06-04,2018-03-10,2018-02-08,1000000,3321.49,EAST
PT001,Auto,Auto insurance policy,10185,Auto Policy 10185,92,10000,Annual,2015-09-02,2020-08-31,2015-11-07,2015-10-08,300000,8991.06,EAST
PT001,Auto,Auto insurance policy,10186,Auto Policy 10186,93,15000,Quarterly,2013-11-22,2015-11-22,2015-01-02,2014-12-03,800000,3892.56,WEST
PT002,WholeLife,Whole life insurance policy,10187,WholeLife Policy 10187,93,20000,Quarterly,2013-11-09,2015-11-09,2014-03-01,2014-01-30,600000,14380.05,WEST
PT001,Auto,Auto insurance policy,10188,Auto Policy 10188,94,10000,Monthly,2013-02-27,2014-02-27,2014-02-26,2014-01-27,300000,7908.21,NORTH
PT001,Auto,Auto insurance policy,10189,Auto Policy 10189,95,20000,Quarterly,2010-03-23,2012-03-22,2010-10-11,2010-09-11,500000,14707.44,WEST
PT005,Home,Home insurance policy,10190,Home Policy 10190,95,25000,Quarterly,2018-04-26,2020-04-25,2019-08-09,2019-07-10,1000000,16267.05,WEST
PT003,Term,Term life insurance policy,10191,Term Policy 10191,96,15000,Annual,2015-09-03,2020-09-01,2016-07-07,2016-06-07,500000,8369.85,SOUTH
PT002,WholeLife,Whole life insurance policy,10192,WholeLife Policy 10192,96,5000,Monthly,2015-03-14,2016-03-13,2016-01-18,2015-12-19,400000,2740.46,SOUTH
PT002,WholeLife,Whole life insurance policy,10193,WholeLife Policy 10193,97,20000,Monthly,2005-09-01,2006-09-01,2006-12-30,2006-11-30,200000,4955.2,EAST
PT001,Auto,Auto insurance policy,10194,Auto Policy 10194,97,15000,Quarterly,2009-01-07,2011-01-07,2009-08-22,2009-07-23,800000,4603.73,EAST
PT005,Home,Home insurance policy,10195,Home Policy 10195,97,25000,Monthly,2018-12-24,2019-12-24,2020-01-26,2019-12-27,200000,18153.17,EAST
PT004,Health,Health insurance policy,10196,Health Policy 10196,98,20000,Quarterly,2009-07-13,2011-07-13,2010-05-20,2010-04-20,500000,11067.13,WEST
PT005,Home,Home insurance policy,10197,Home Policy 10197,98,15000,Annual,2012-09-15,2017-09-14,2013-12-10,2013-11-10,200000,3331.78,WEST
PT001,Auto,Auto insurance policy,10198,Auto Policy 10198,99,10000,Quarterly,2013-08-09,2015-08-09,2014-04-18,2014-03-19,1000000,5097.89,SOUTH
PT001,Auto,Auto insurance policy,10199,Auto Policy 10199,99,15000,Monthly,2005-09-27,2006-09-27,2007-02-09,2007-01-10,800000,11183.52,SOUTH
PT002,WholeLife,Whole life insurance policy,10200,WholeLife Policy 10200,100,7500,Quarterly,2016-01-10,2018-01-09,2017-03-11,2017-02-09,400000,3542.67,EAST
PT001,Auto,Auto insurance policy,10201,Auto Policy 10201,100,12500,Annual,2017-10-05,2022-10-04,2018-09-13,2018-08-14,800000,8497.02,EAST
PT005,Home,Home insurance policy,10202,Home Policy 10202,100,15000,Quarterly,2015-07-16,2017-07-15,2015-12-03,2015-11-03,1000000,8320.19,EAST
PT003,Term,Term life insurance policy,10203,Term Policy 10203,101,12500,Annual,2016-02-05,2021-02-03,2017-03-17,2017-02-15,600000,5586.68,NORTH
PT003,Term,Term life insurance policy,10204,Term Policy 10204,101,5000,Monthly,2012-03-10,2013-03-10,2012-06-01,2012-05-02,600000,1448.69,NORTH
PT003,Term,Term life insurance policy,10205,Term Policy 10205,102,25000,Monthly,2018-02-05,2019-02-05,2018-09-27,2018-08-28,800000,11660.03,SOUTH
PT004,Health,Health insurance policy,10206,Health Policy 10206,102,12500,Quarterly,2012-09-28,2014-09-28,2012-12-25,2012-11-25,400000,8285.85,SOUTH
PT002,WholeLife,Whole life insurance policy,10207,WholeLife Policy 10207,103,15000,Quarterly,2019-07-16,2021-07-15,2020-12-23,2020-11-23,200000,10223.91,EAST
PT001,Auto,Auto insurance policy,10208,Auto Policy 10208,104,5000,Monthly,2012-07-28,2013-07-28,2013-03-11,2013-02-09,600000,1130.82,EAST
PT004,Health,Health insurance policy,10209,Health Policy 10209,104,12500,Annual,2017-09-28,2022-09-27,2017-12-07,2017-11-07,400000,8589.64,EAST
PT001,Auto,Auto insurance policy,10210,Auto Policy 10210,105,15000,Quarterly,2012-02-06,2014-02-05,2012-09-18,2012-08-19,500000,9011.66,SOUTH
PT004,Health,Health insurance policy,10211,Health Policy 10211,105,20000,Annual,2007-03-31,2012-03-29,2007-11-18,2007-10-19,300000,10954.24,SOUTH
PT003,Term,Term life insurance policy,10212,Term Policy 10212,105,10000,Annual,2008-09-27,2013-09-26,2009-07-07,2009-06-07,400000,3412.31,SOUTH
PT001,Auto,Auto insurance policy,10213,Auto Policy 10213,106,10000,Monthly,2017-01-07,2018-01-07,2017-04-01,2017-03-02,400000,4081.24,EAST
PT005,Home,Home insurance policy,10214,Home Policy 10214,106,15000,Monthly,2014-01-07,2015-01-07,2014-04-24,2014-03-25,800000,10535.92,EAST
PT005,Home,Home insurance policy,10215,Home Policy 10215,106,10000,Annual,2007-02-16,2012-02-15,2007-05-21,2007-04-21,400000,5965.0,EAST
PT004,Health,Health insurance policy,10216,Health Policy 10216,107,10000,Monthly,2014-07-31,2015-07-31,2014-11-07,2014-10-08,1000000,6560.76,EAST
PT003,Term,Term life insurance policy,10217,Term Policy 10217,107,12500,Quarterly,2016-04-27,2018-04-27,2017-03-29,2017-02-27,800000,5241.84,EAST
PT004,Health,Health insurance policy,10218,Health Policy 10218,107,15000,Quarterly,2014-01-09,2016-01-09,2014-10-28,2014-09-28,600000,10051.38,EAST
PT002,WholeLife,Whole life insurance policy,10219,WholeLife Policy 10219,108,20000,Annual,2005-06-02,2010-06-01,2006-10-16,2006-09-16,600000,6611.55,SOUTH
PT004,Health,Health insurance policy,10220,Health Policy 10220,108,25000,Annual,2009-10-11,2014-10-10,2010-08-06,2010-07-07,800000,9688.88,SOUTH
PT005,Home,Home insurance policy,10221,Home Policy 10221,108,15000,Quarterly,2018-10-13,2020-10-12,2019-10-28,2019-09-28,800000,3628.76,SOUTH
PT003,Term,Term life insurance policy,10222,Term Policy 10222,109,7500,Monthly,2015-05-17,2016-05-16,2016-08-01,2016-07-02,300000,5097.86,NORTH
PT004,Health,Health insurance policy,10223,Health Policy 10223,110,25000,Quarterly,2014-03-15,2016-03-14,2015-08-23,2015-07-24,1000000,6127.48,WEST
PT002,WholeLife,Whole life insurance policy,10224,WholeLife Policy 10224,110,25000,Quarterly,2014-04-02,2016-04-01,2015-04-27,2015-03-28,400000,7810.23,WEST
PT005,Home,Home insurance policy,10225,Home Policy 10225,111,7500,Quarterly,2010-04-19,2012-04-18,2010-09-02,2010-08-03,200000,2507.56,NORTH
PT002,WholeLife,Whole life insurance policy,10226,WholeLife Policy 10226,111,12500,Quarterly,2011-12-19,2013-12-18,2012-09-27,2012-08-28,600000,6192.67,NORTH
PT001,Auto,Auto insurance policy,10227,Auto Policy 10227,111,10000,Monthly,2009-07-13,2010-07-13,2009-09-25,2009-08-26,300000,3808.78,NORTH
PT005,Home,Home insurance policy,10228,Home Policy 10228,112,25000,Annual,2008-12-12,2013-12-11,2010-02-14,2010-01-15,200000,13502.23,NORTH
PT001,Auto,Auto insurance policy,10229,Auto Policy 10229,112,10000,Monthly,2006-03-30,2007-03-30,2006-10-28,2006-09-28,600000,8070.2,NORTH
PT003,Term,Term life insurance policy,10230,Term Policy 10230,113,5000,Annual,2020-01-25,2025-01-23,2021-05-28,2021-04-28,500000,3534.82,SOUTH
PT002,WholeLife,Whole life insurance policy,10231,WholeLife Policy 10231,113,15000,Monthly,2010-04-18,2011-04-18,2011-02-28,2011-01-29,800000,12795.82,SOUTH
PT005,Home,Home insurance policy,10232,Home Policy 10232,114,12500,Quarterly,2016-10-12,2018-10-12,2017-04-11,2017-03-12,200000,7748.44,SOUTH
PT003,Term,Term life insurance policy,10233,Term Policy 10233,114,20000,Annual,2012-05-21,2017-05-20,2013-09-05,2013-08-06,500000,14477.24,SOUTH
PT002,WholeLife,Whole life insurance policy,10234,WholeLife Policy 10234,114,7500,Monthly,2014-06-27,2015-06-27,2014-11-23,2014-10-24,200000,2624.07,SOUTH
PT004,Health,Health insurance policy,10235,Health Policy 10235,115,25000,Quarterly,2014-02-28,2016-02-28,2014-05-27,2014-04-27,600000,13581.28,EAST
PT003,Term,Term life insurance policy,10236,Term Policy 10236,115,10000,Monthly,2020-09-10,2021-09-10,2021-06-13,2021-05-14,600000,5323.98,EAST
PT003,Term,Term life insurance policy,10237,Term Policy 10237,116,12500,Quarterly,2008-04-02,2010-04-02,2008-12-06,2008-11-06,800000,9686.95,SOUTH
PT005,Home,Home insurance policy,10238,Home Policy 10238,117,20000,Annual,2005-10-13,2010-10-12,2006-01-08,2005-12-09,1000000,13669.55,EAST
PT002,WholeLife,Whole life insurance policy,10239,WholeLife Policy 10239,118,12500,Annual,2010-09-04,2015-09-03,2011-09-26,2011-08-27,400000,10886.73,EAST
PT003,Term,Term life insurance policy,10240,Term Policy 10240,118,15000,Monthly,2020-05-15,2021-05-15,2020-11-12,2020-10-13,1000000,12005.29,EAST
PT004,Health,Health insurance policy,10241,Health Policy 10241,118,10000,Quarterly,2005-03-06,2007-03-06,2005-06-20,2005-05-21,400000,8554.26,EAST
PT003,Term,Term life insurance policy,10242,Term Policy 10242,119,12500,Monthly,2009-09-20,2010-09-20,2010-04-30,2010-03-31,800000,10195.34,NORTH
PT004,Health,Health insurance policy,10243,Health Policy 10243,120,25000,Quarterly,2005-10-05,2007-10-05,2007-01-29,2006-12-30,200000,18640.49,WEST
PT004,Health,Health insurance policy,10244,Health Policy 10244,120,12500,Annual,2015-07-27,2020-07-25,2016-03-13,2016-02-12,1000000,8777.13,WEST
PT001,Auto,Auto insurance policy,10245,Auto Policy 10245,120,10000,Annual,2008-08-06,2013-08-05,2008-11-07,2008-10-08,600000,4462.99,WEST
PT005,Home,Home insurance policy,10246,Home Policy 10246,121,20000,Quarterly,2012-04-30,2014-04-30,2013-07-24,2013-06-24,200000,4729.38,WEST
PT002,WholeLife,Whole life insurance policy,10247,WholeLife Policy 10247,121,25000,Quarterly,2019-02-19,2021-02-18,2019-06-28,2019-05-29,800000,5053.83,WEST
PT002,WholeLife,Whole life insurance policy,10248,WholeLife Policy 10248,121,10000,Quarterly,2019-02-04,2021-02-03,2019-05-17,2019-04-17,600000,2775.8,WEST
PT005,Home,Home insurance policy,10249,Home Policy 10249,122,25000,Monthly,2019-07-25,2020-07-24,2020-09-08,2020-08-09,600000,12180.53,WEST
PT004,Health,Health insurance policy,10250,Health Policy 10250,123,7500,Annual,2015-09-24,2020-09-22,2016-02-19,2016-01-20,400000,5109.2,SOUTH
PT003,Term,Term life insurance policy,10251,Term Policy 10251,123,5000,Monthly,2011-04-28,2012-04-27,2012-01-01,2011-12-02,500000,1636.61,SOUTH
PT005,Home,Home insurance policy,10252,Home Policy 10252,124,5000,Monthly,2010-01-13,2011-01-13,2011-02-08,2011-01-09,600000,3142.01,NORTH
PT002,WholeLife,Whole life insurance policy,10253,WholeLife Policy 10253,124,7500,Quarterly,2006-12-30,2008-12-29,2008-02-22,2008-01-23,400000,5972.11,NORTH
PT004,Health,Health insurance policy,10254,Health Policy 10254,125,15000,Quarterly,2018-11-11,2020-11-10,2019-03-27,2019-02-25,400000,3935.14,EAST
PT002,WholeLife,Whole life insurance policy,10255,WholeLife Policy 10255,126,5000,Monthly,2017-09-21,2018-09-21,2018-08-16,2018-07-17,800000,2523.06,NORTH
PT004,Health,Health insurance policy,10256,Health Policy 10256,126,5000,Quarterly,2020-02-10,2022-02-09,2021-04-10,2021-03-11,300000,1711.01,NORTH
PT003,Term,Term life insurance policy,10257,Term Policy 10257,127,7500,Quarterly,2016-02-01,2018-01-31,2017-06-13,2017-05-14,500000,2584.68,WEST
PT002,WholeLife,Whole life insurance policy,10258,WholeLife Policy 10258,127,20000,Annual,2011-05-08,2016-05-06,2012-02-06,2012-01-07,300000,6525.18,WEST
PT001,Auto,Auto insurance policy,10259,Auto Policy 10259,128,7500,Quarterly,2011-07-06,2013-07-05,2012-04-21,2012-03-22,600000,6263.47,NORTH
PT005,Home,Home insurance policy,10260,Home Policy 10260,129,12500,Annual,2020-05-07,2025-05-06,2020-07-11,2020-06-11,200000,6602.71,EAST
PT003,Term,Term life insurance policy,10261,Term Policy 10261,129,20000,Quarterly,2020-07-18,2022-07-18,2021-09-16,2021-08-17,300000,9368.94,EAST
PT005,Home,Home insurance policy,10262,Home Policy 10262,130,5000,Monthly,2010-10-01,2011-10-01,2010-12-30,2010-11-30,600000,1182.39,NORTH
PT002,WholeLife,Whole life insurance policy,10263,WholeLife Policy 10263,130,15000,Quarterly,2015-07-25,2017-07-24,2016-11-06,2016-10-07,800000,9281.44,NORTH
PT001,Auto,Auto insurance policy,10264,Auto Policy 10264,131,15000,Quarterly,2005-02-13,2007-02-13,2005-10-26,2005-09-26,600000,6176.33,NORTH
PT004,Health,Health insurance policy,10265,Health Policy 10265,131,7500,Quarterly,2020-01-21,2022-01-20,2020-04-11,2020-03-12,600000,4547.56,NORTH
PT003,Term,Term life insurance policy,10266,Term Policy 10266,131,12500,Annual,2008-10-23,2013-10-22,2010-03-16,2010-02-14,400000,6595.74,NORTH
PT003,Term,Term life insurance policy,10267,Term Policy 10267,132,12500,Annual,2020-12-06,2025-12-05,2021-06-17,2021-05-18,300000,3522.37,EAST
PT002,WholeLife,Whole life insurance policy,10268,WholeLife Policy 10268,133,20000,Quarterly,2016-03-13,2018-03-13,2016-12-18,2016-11-18,400000,7960.96,NORTH
PT005,Home,Home insurance policy,10269,Home Policy 10269,134,10000,Annual,2010-12-01,2015-11-30,2012-05-01,2012-04-01,500000,3154.89,NORTH
PT004,Health,Health insurance policy,10270,Health Policy 10270,134,25000,Annual,2008-05-24,2013-05-23,2009-06-13,2009-05-14,800000,18968.85,NORTH
PT002,WholeLife,Whole life insurance policy,10271,WholeLife Policy 10271,135,7500,Monthly,2008-05-02,2009-05-02,2008-07-19,2008-06-19,300000,3968.8,NORTH
PT004,Health,Health insurance policy,10272,Health Policy 10272,136,12500,Monthly,2014-10-16,2015-10-16,2015-07-29,2015-06-29,200000,5619.55,NORTH
PT005,Home,Home insurance policy,10273,Home Policy 10273,137,12500,Quarterly,2015-11-19,2017-11-18,2017-03-26,2017-02-24,200000,8797.93,SOUTH
PT002,WholeLife,Whole life insurance policy,10274,WholeLife Policy 10274,137,5000,Quarterly,2007-10-10,2009-10-09,2009-02-25,2009-01-26,300000,1994.41,SOUTH
PT002,WholeLife,Whole life insurance policy,10275,WholeLife Policy 10275,137,15000,Quarterly,2016-05-30,2018-05-30,2017-05-24,2017-04-24,800000,5230.16,SOUTH
PT005,Home,Home insurance policy,10276,Home Policy 10276,138,12500,Monthly,2017-10-20,2018-10-20,2018-04-24,2018-03-25,200000,9222.22,WEST
PT001,Auto,Auto insurance policy,10277,Auto Policy 10277,139,10000,Monthly,2012-05-16,2013-05-16,2013-06-28,2013-05-29,800000,2853.94,NORTH
PT003,Term,Term life insurance policy,10278,Term Policy 10278,139,25000,Monthly,2018-03-30,2019-03-30,2018-08-15,2018-07-16,400000,5505.3,NORTH
PT004,Health,Health insurance policy,10279,Health Policy 10279,139,12500,Annual,2020-11-15,2025-11-14,2021-12-01,2021-11-01,500000,10858.01,NORTH
PT001,Auto,Auto insurance policy,10280,Auto Policy 10280,140,20000,Monthly,2012-05-22,2013-05-22,2013-03-09,2013-02-07,600000,8548.82,WEST
PT005,Home,Home insurance policy,10281,Home Policy 10281,140,25000,Monthly,2007-11-26,2008-11-25,2009-03-10,2009-02-08,200000,16263.77,WEST
PT003,Term,Term life insurance policy,10282,Term Policy 10282,140,5000,Annual,2006-03-31,2011-03-30,2007-04-03,2007-03-04,600000,2334.87,WEST
PT003,Term,Term life insurance policy,10283,Term Policy 10283,141,25000,Monthly,2008-12-29,2009-12-29,2009-09-19,2009-08-20,1000000,6560.8,WEST
PT002,WholeLife,Whole life insurance policy,10284,WholeLife Policy 10284,141,25000,Quarterly,2008-08-27,2010-08-27,2009-03-20,2009-02-18,500000,16325.44,WEST
PT002,WholeLife,Whole life insurance policy,10285,WholeLife Policy 10285,142,12500,Quarterly,2007-09-15,2009-09-14,2008-06-22,2008-05-23,1000000,8939.03,EAST
PT003,Term,Term life insurance policy,10286,Term Policy 10286,142,7500,Annual,2020-05-13,2025-05-12,2021-06-17,2021-05-18,400000,2004.59,EAST
PT003,Term,Term life insurance policy,10287,Term Policy 10287,142,12500,Monthly,2016-07-01,2017-07-01,2017-11-26,2017-10-27,500000,5895.78,EAST
PT005,Home,Home insurance policy,10288,Home Policy 10288,143,5000,Quarterly,2018-06-19,2020-06-18,2019-03-22,2019-02-20,1000000,3838.48,EAST
PT005,Home,Home insurance policy,10289,Home Policy 10289,143,20000,Quarterly,2009-03-07,2011-03-07,2009-06-22,2009-05-23,500000,4566.13,EAST
PT004,Health,Health insurance policy,10290,Health Policy 10290,144,20000,Monthly,2020-03-04,2021-03-04,2021-05-03,2021-04-03,800000,6170.98,NORTH
PT004,Health,Health insurance policy,10291,Health Policy 10291,144,20000,Annual,2016-10-29,2021-10-28,2017-02-08,2017-01-09,600000,8069.84,NORTH
PT001,Auto,Auto insurance policy,10292,Auto Policy 10292,145,7500,Quarterly,2015-09-18,2017-09-17,2016-11-01,2016-10-02,300000,6240.24,SOUTH
PT002,WholeLife,Whole life insurance policy,10293,WholeLife Policy 10293,145,10000,Quarterly,2016-09-25,2018-09-25,2016-12-18,2016-11-18,600000,5856.96,SOUTH
PT005,Home,Home insurance policy,10294,Home Policy 10294,146,12500,Annual,2007-06-01,2012-05-30,2007-09-17,2007-08-18,500000,6565.74,SOUTH
PT005,Home,Home insurance policy,10295,Home Policy 10295,147,10000,Quarterly,2010-09-07,2012-09-06,2010-12-17,2010-11-17,600000,7380.53,NORTH
PT001,Auto,Auto insurance policy,10296,Auto Policy 10296,147,20000,Annual,2007-07-23,2012-07-21,2007-12-21,2007-11-21,500000,15006.48,NORTH
PT004,Health,Health insurance policy,10297,Health Policy 10297,147,12500,Monthly,2006-01-06,2007-01-06,2006-08-06,2006-07-07,800000,5247.03,NORTH
PT004,Health,Health insurance policy,10298,Health Policy 10298,148,15000,Quarterly,2020-01-13,2022-01-12,2020-07-26,2020-06-26,1000000,6584.01,EAST
PT002,WholeLife,Whole life insurance policy,10299,WholeLife Policy 10299,148,5000,Monthly,2009-09-26,2010-09-26,2010-09-30,2010-08-31,800000,1907.61,EAST
PT001,Auto,Auto insurance policy,10300,Auto Policy 10300,148,5000,Annual,2014-09-24,2019-09-23,2015-06-13,2015-05-14,200000,1408.37,EAST
PT004,Health,Health insurance policy,10301,Health Policy 10301,149,12500,Annual,2015-04-28,2020-04-26,2016-05-28,2016-04-28,1000000,10950.78,EAST
PT004,Health,Health insurance policy,10302,Health Policy 10302,150,25000,Annual,2011-10-17,2016-10-15,2012-06-17,2012-05-18,600000,17086.59,WEST
PT004,Health,Health insurance policy,10303,Health Policy 10303,150,7500,Monthly,2011-10-16,2012-10-15,2011-12-22,2011-11-22,300000,2501.71,WEST
PT001,Auto,Auto insurance policy,10304,Auto Policy 10304,150,25000,Monthly,2020-08-11,2021-08-11,2021-01-25,2020-12-26,200000,13419.55,WEST
PT002,WholeLife,Whole life insurance policy,10305,WholeLife Policy 10305,151,25000,Annual,2014-10-10,2019-10-09,2015-09-10,2015-08-11,1000000,8341.0,WEST
PT004,Health,Health insurance policy,10306,Health Policy 10306,152,12500,Quarterly,2008-04-28,2010-04-28,2008-08-25,2008-07-26,200000,3953.42,NORTH
PT002,WholeLife,Whole life insurance policy,10307,WholeLife Policy 10307,152,12500,Quarterly,2020-10-04,2022-10-04,2020-12-13,2020-11-13,500000,10023.22,NORTH
PT002,WholeLife,Whole life insurance policy,10308,WholeLife Policy 10308,153,15000,Quarterly,2009-07-08,2011-07-08,2010-11-06,2010-10-07,1000000,7113.2,EAST
PT003,Term,Term life insurance policy,10309,Term Policy 10309,153,20000,Monthly,2005-03-06,2006-03-06,2006-05-05,2006-04-05,1000000,10045.03,EAST
PT004,Health,Health insurance policy,10310,Health Policy 10310,153,15000,Annual,2016-02-13,2021-02-11,2017-04-22,2017-03-23,600000,8820.2,EAST
PT001,Auto,Auto insurance policy,10311,Auto Policy 10311,154,12500,Quarterly,2015-12-08,2017-12-07,2016-12-04,2016-11-04,600000,8840.37,SOUTH
PT004,Health,Health insurance policy,10312,Health Policy 10312,154,5000,Annual,2010-03-15,2015-03-14,2010-05-23,2010-04-23,600000,2477.02,SOUTH
PT005,Home,Home insurance policy,10313,Home Policy 10313,155,20000,Quarterly,2006-06-05,2008-06-04,2007-11-02,2007-10-03,500000,10626.73,WEST
PT004,Health,Health insurance policy,10314,Health Policy 10314,155,10000,Annual,2018-12-20,2023-12-19,2020-02-10,2020-01-11,500000,5053.61,WEST
PT003,Term,Term life insurance policy,10315,Term Policy 10315,156,10000,Quarterly,2009-04-24,2011-04-24,2009-10-19,2009-09-19,500000,5553.45,SOUTH
PT003,Term,Term life insurance policy,10316,Term Policy 10316,157,20000,Annual,2018-07-04,2023-07-03,2018-11-08,2018-10-09,500000,16364.43,EAST
PT004,Health,Health insurance policy,10317,Health Policy 10317,157,20000,Annual,2014-05-08,2019-05-07,2015-01-07,2014-12-08,800000,15143.62,EAST
PT002,WholeLife,Whole life insurance policy,10318,WholeLife Policy 10318,157,10000,Monthly,2018-12-13,2019-12-13,2020-02-29,2020-01-30,800000,2603.34,EAST
PT002,WholeLife,Whole life insurance policy,10319,WholeLife Policy 10319,158,7500,Monthly,2008-11-20,2009-11-20,2009-09-27,2009-08-28,600000,2029.74,SOUTH
PT004,Health,Health insurance policy,10320,Health Policy 10320,158,7500,Quarterly,2016-01-28,2018-01-27,2017-01-07,2016-12-08,300000,1747.01,SOUTH
PT003,Term,Term life insurance policy,10321,Term Policy 10321,159,20000,Quarterly,2010-11-07,2012-11-06,2011-04-05,2011-03-06,300000,15591.28,NORTH
PT001,Auto,Auto insurance policy,10322,Auto Policy 10322,160,12500,Quarterly,2006-06-06,2008-06-05,2007-06-17,2007-05-18,200000,4483.54,WEST
PT005,Home,Home insurance policy,10323,Home Policy 10323,160,10000,Quarterly,2010-01-10,2012-01-10,2011-04-16,2011-03-17,400000,4486.69,WEST
PT001,Auto,Auto insurance policy,10324,Auto Policy 10324,160,7500,Quarterly,2017-06-30,2019-06-30,2018-08-17,2018-07-18,1000000,6086.9,WEST
PT001,Auto,Auto insurance policy,10325,Auto Policy 10325,161,12500,Monthly,2020-11-04,2021-11-04,2021-08-25,2021-07-26,1000000,10923.16,SOUTH
PT001,Auto,Auto insurance policy,10326,Auto Policy 10326,161,15000,Annual,2007-05-18,2012-05-16,2008-09-28,2008-08-29,1000000,12947.53,SOUTH
PT005,Home,Home insurance policy,10327,Home Policy 10327,161,5000,Annual,2005-12-10,2010-12-09,2006-12-27,2006-11-27,300000,1413.21,SOUTH
PT003,Term,Term life insurance policy,10328,Term Policy 10328,162,10000,Annual,2008-07-10,2013-07-09,2009-04-22,2009-03-23,800000,7333.75,NORTH
PT001,Auto,Auto insurance policy,10329,Auto Policy 10329,163,10000,Annual,2008-06-17,2013-06-16,2009-10-09,2009-09-09,400000,2964.41,EAST
PT002,WholeLife,Whole life insurance policy,10330,WholeLife Policy 10330,163,25000,Quarterly,2014-11-07,2016-11-06,2015-01-09,2014-12-10,1000000,9293.03,EAST
PT003,Term,Term life insurance policy,10331,Term Policy 10331,164,7500,Annual,2011-06-08,2016-06-06,2011-12-21,2011-11-21,200000,3455.29,SOUTH
PT004,Health,Health insurance policy,10332,Health Policy 10332,164,20000,Annual,2013-02-02,2018-02-01,2013-06-19,2013-05-20,300000,14544.89,SOUTH
PT004,Health,Health insurance policy,10333,Health Policy 10333,165,25000,Monthly,2010-02-13,2011-02-13,2010-11-11,2010-10-12,500000,21065.35,WEST
PT004,Health,Health insurance policy,10334,Health Policy 10334,165,10000,Annual,2016-07-30,2021-07-29,2017-05-12,2017-04-12,200000,3019.09,WEST
PT001,Auto,Auto insurance policy,10335,Auto Policy 10335,165,5000,Monthly,2016-08-09,2017-08-09,2017-03-18,2017-02-16,400000,2405.78,WEST
PT004,Health,Health insurance policy,10336,Health Policy 10336,166,25000,Quarterly,2006-05-19,2008-05-18,2007-06-21,2007-05-22,200000,21144.08,WEST
PT005,Home,Home insurance policy,10337,Home Policy 10337,167,20000,Annual,2006-04-19,2011-04-18,2007-05-22,2007-04-22,1000000,16261.39,NORTH
PT004,Health,Health insurance policy,10338,Health Policy 10338,168,20000,Annual,2014-01-07,2019-01-06,2015-05-29,2015-04-29,600000,8260.52,NORTH
PT003,Term,Term life insurance policy,10339,Term Policy 10339,168,25000,Monthly,2012-09-20,2013-09-20,2014-02-22,2014-01-23,400000,14236.36,NORTH
PT004,Health,Health insurance policy,10340,Health Policy 10340,169,7500,Annual,2015-01-04,2020-01-03,2016-01-18,2015-12-19,600000,5638.79,SOUTH
PT004,Health,Health insurance policy,10341,Health Policy 10341,170,25000,Quarterly,2020-08-23,2022-08-23,2021-09-19,2021-08-20,1000000,12078.85,SOUTH
PT002,WholeLife,Whole life insurance policy,10342,WholeLife Policy 10342,170,5000,Monthly,2011-10-07,2012-10-06,2012-05-25,2012-04-25,600000,2364.98,SOUTH
