Transaction_SK,Policy_Id,Customer_ID,Premium_Amt,Total_Policy_Amt,Premium_Amt_Paid_TillDate,Next_Premium_Dt,Actual_Premium_Paid_Dt,Region,Is_Late,Late_Fee,Customer_SK,Policy_SK,Address_SK
323,10870,433,10000,200000,5492.49,2017-11-20,2017-10-17 00:00:00,EAST,False,0.0,,,
324,10870,433,10000,200000,5492.49,2017-11-20,2017-11-16 00:00:00,EAST,False,0.0,,,
325,10870,433,10000,200000,5492.49,2017-11-20,2017-12-16 00:00:00,EAST,False,0.0,,,
326,10870,433,10000,200000,5492.49,2017-11-20,2018-01-15 00:00:00,EAST,False,0.0,,,
327,10871,433,7500,600000,4774.92,2016-01-12,2015-06-18 00:00:00,EAST,False,0.0,,,
328,10871,433,7500,600000,4774.92,2016-01-12,2015-07-18 00:00:00,EAST,False,0.0,,,
329,10872,434,10000,200000,4063.09,2013-02-04,2011-10-24 00:00:00,WEST,False,0.0,,,
330,10872,434,10000,200000,4063.09,2013-02-04,2011-11-23 00:00:00,WEST,False,0.0,,,
331,10873,434,10000,1000000,2864.05,2006-11-30,2005-12-02 00:00:00,WEST,False,0.0,,,
332,10873,434,10000,1000000,2864.05,2006-11-30,2006-01-01 00:00:00,WEST,False,0.0,,,
333,10873,434,10000,1000000,2864.05,2006-11-30,2006-01-31 00:00:00,WEST,False,0.0,,,
334,10873,434,10000,1000000,2864.05,2006-11-30,2006-03-02 00:00:00,WEST,False,0.0,,,
335,10873,434,10000,1000000,2864.05,2006-11-30,2006-04-01 00:00:00,WEST,False,0.0,,,
336,10874,434,12500,400000,9798.46,2012-12-13,2011-11-11 00:00:00,WEST,False,0.0,,,
337,10875,435,10000,1000000,5513.95,2009-06-16,2008-02-03 00:00:00,WEST,False,0.0,,,
338,10875,435,10000,1000000,5513.95,2009-06-16,2008-03-04 00:00:00,WEST,False,0.0,,,
339,10876,436,10000,300000,3377.09,2008-02-14,2006-12-06 00:00:00,SOUTH,False,0.0,,,
340,10876,436,10000,300000,3377.09,2008-02-14,2007-01-05 00:00:00,SOUTH,False,0.0,,,
341,10876,436,10000,300000,3377.09,2008-02-14,2007-02-04 00:00:00,SOUTH,False,0.0,,,
342,10876,436,10000,300000,3377.09,2008-02-14,2007-03-06 00:00:00,SOUTH,False,0.0,,,
343,10877,436,7500,200000,6397.91,2007-08-22,2006-10-24 00:00:00,SOUTH,False,0.0,,,
344,10877,436,7500,200000,6397.91,2007-08-22,2006-11-23 00:00:00,SOUTH,False,0.0,,,
345,10878,436,12500,500000,10960.43,2020-12-10,2020-03-21 00:00:00,SOUTH,False,0.0,,,
346,10878,436,12500,500000,10960.43,2020-12-10,2020-04-20 00:00:00,SOUTH,False,0.0,,,
347,10879,437,10000,300000,5050.71,2012-09-23,2011-10-11 00:00:00,SOUTH,False,0.0,,,
348,10879,437,10000,300000,5050.71,2012-09-23,2011-11-10 00:00:00,SOUTH,False,0.0,,,
349,10879,437,10000,300000,5050.71,2012-09-23,2011-12-10 00:00:00,SOUTH,False,0.0,,,
350,10879,437,10000,300000,5050.71,2012-09-23,2012-01-09 00:00:00,SOUTH,False,0.0,,,
351,10880,438,25000,300000,7374.59,2008-08-21,2008-02-15 00:00:00,NORTH,False,0.0,,,
352,10880,438,25000,300000,7374.59,2008-08-21,2008-03-16 00:00:00,NORTH,False,0.0,,,
353,10880,438,25000,300000,7374.59,2008-08-21,2008-04-15 00:00:00,NORTH,False,0.0,,,
354,10881,438,10000,200000,5966.66,2010-01-21,2009-06-23 00:00:00,NORTH,False,0.0,,,
355,10881,438,10000,200000,5966.66,2010-01-21,2009-07-23 00:00:00,NORTH,False,0.0,,,
356,10882,439,12500,1000000,9796.21,2018-08-20,2017-03-30 00:00:00,NORTH,False,0.0,,,
357,10883,439,12500,800000,6908.38,2008-09-17,2008-02-10 00:00:00,NORTH,False,0.0,,,
358,10883,439,12500,800000,6908.38,2008-09-17,2008-03-11 00:00:00,NORTH,False,0.0,,,
359,10883,439,12500,800000,6908.38,2008-09-17,2008-04-10 00:00:00,NORTH,False,0.0,,,
360,10883,439,12500,800000,6908.38,2008-09-17,2008-05-10 00:00:00,NORTH,False,0.0,,,
361,10884,439,12500,500000,10912.66,2016-04-04,2015-07-04 00:00:00,NORTH,False,0.0,,,
362,10885,440,25000,500000,18227.49,2017-10-28,2017-07-15 00:00:00,NORTH,False,0.0,,,
363,10886,440,15000,600000,4336.39,2012-06-21,2011-10-14 00:00:00,NORTH,False,0.0,,,
364,10887,441,25000,1000000,7203.88,2012-04-18,2011-08-01 00:00:00,SOUTH,False,0.0,,,
365,10887,441,25000,1000000,7203.88,2012-04-18,2011-08-31 00:00:00,SOUTH,False,0.0,,,
366,10887,441,25000,1000000,7203.88,2012-04-18,2011-09-30 00:00:00,SOUTH,False,0.0,,,
367,10887,441,25000,1000000,7203.88,2012-04-18,2011-10-30 00:00:00,SOUTH,False,0.0,,,
368,10887,441,25000,1000000,7203.88,2012-04-18,2011-11-29 00:00:00,SOUTH,False,0.0,,,
369,10888,441,12500,1000000,3240.77,2015-08-15,2015-05-20 00:00:00,SOUTH,False,0.0,,,
370,10888,441,12500,1000000,3240.77,2015-08-15,2015-06-19 00:00:00,SOUTH,False,0.0,,,
371,10888,441,12500,1000000,3240.77,2015-08-15,2015-07-19 00:00:00,SOUTH,False,0.0,,,
372,10888,441,12500,1000000,3240.77,2015-08-15,2015-08-18 00:00:00,SOUTH,False,0.0,,,
373,10888,441,12500,1000000,3240.77,2015-08-15,2015-09-17 00:00:00,SOUTH,False,0.0,,,
374,10889,441,10000,600000,7753.58,2019-11-16,2019-07-30 00:00:00,SOUTH,False,0.0,,,
375,10889,441,10000,600000,7753.58,2019-11-16,2019-08-29 00:00:00,SOUTH,False,0.0,,,
376,10889,441,10000,600000,7753.58,2019-11-16,2019-09-28 00:00:00,SOUTH,False,0.0,,,
377,10889,441,10000,600000,7753.58,2019-11-16,2019-10-28 00:00:00,SOUTH,False,0.0,,,
378,10890,442,25000,200000,17958.28,2020-10-28,2020-06-28 00:00:00,NORTH,False,0.0,,,
379,10890,442,25000,200000,17958.28,2020-10-28,2020-07-28 00:00:00,NORTH,False,0.0,,,
380,10890,442,25000,200000,17958.28,2020-10-28,2020-08-27 00:00:00,NORTH,False,0.0,,,
381,10891,442,7500,600000,4450.76,2006-07-22,2006-03-11 00:00:00,NORTH,False,0.0,,,
382,10891,442,7500,600000,4450.76,2006-07-22,2006-04-10 00:00:00,NORTH,False,0.0,,,
383,10891,442,7500,600000,4450.76,2006-07-22,2006-05-10 00:00:00,NORTH,False,0.0,,,
384,10891,442,7500,600000,4450.76,2006-07-22,2006-06-09 00:00:00,NORTH,False,0.0,,,
385,10892,442,20000,800000,6166.86,2009-06-02,2008-01-23 00:00:00,NORTH,False,0.0,,,
386,10893,443,15000,800000,4204.44,2005-08-03,2005-02-22 00:00:00,WEST,False,0.0,,,
387,10893,443,15000,800000,4204.44,2005-08-03,2005-03-24 00:00:00,WEST,False,0.0,,,
388,10893,443,15000,800000,4204.44,2005-08-03,2005-04-23 00:00:00,WEST,False,0.0,,,
389,10893,443,15000,800000,4204.44,2005-08-03,2005-05-23 00:00:00,WEST,False,0.0,,,
390,10894,443,5000,600000,1865.22,2008-09-24,2008-06-07 00:00:00,WEST,False,0.0,,,
391,10894,443,5000,600000,1865.22,2008-09-24,2008-07-07 00:00:00,WEST,False,0.0,,,
392,10894,443,5000,600000,1865.22,2008-09-24,2008-08-06 00:00:00,WEST,False,0.0,,,
393,10894,443,5000,600000,1865.22,2008-09-24,2008-09-05 00:00:00,WEST,False,0.0,,,
394,10894,443,5000,600000,1865.22,2008-09-24,2008-10-05 00:00:00,WEST,False,0.0,,,
395,10895,443,25000,600000,11837.49,2016-05-30,2015-08-17 00:00:00,WEST,False,0.0,,,
396,10895,443,25000,600000,11837.49,2016-05-30,2015-09-16 00:00:00,WEST,False,0.0,,,
397,10895,443,25000,600000,11837.49,2016-05-30,2015-10-16 00:00:00,WEST,False,0.0,,,
398,10895,443,25000,600000,11837.49,2016-05-30,2015-11-15 00:00:00,WEST,False,0.0,,,
399,10896,444,7500,1000000,5919.03,2014-07-27,2014-01-28 00:00:00,WEST,False,0.0,,,
400,10896,444,7500,1000000,5919.03,2014-07-27,2014-02-27 00:00:00,WEST,False,0.0,,,
401,10896,444,7500,1000000,5919.03,2014-07-27,2014-03-29 00:00:00,WEST,False,0.0,,,
402,10896,444,7500,1000000,5919.03,2014-07-27,2014-04-28 00:00:00,WEST,False,0.0,,,
403,10896,444,7500,1000000,5919.03,2014-07-27,2014-05-28 00:00:00,WEST,False,0.0,,,
404,10897,445,12500,1000000,7900.14,2019-10-30,2018-09-29 00:00:00,SOUTH,False,0.0,,,
405,10897,445,12500,1000000,7900.14,2019-10-30,2018-10-29 00:00:00,SOUTH,False,0.0,,,
406,10897,445,12500,1000000,7900.14,2019-10-30,2018-11-28 00:00:00,SOUTH,False,0.0,,,
407,10897,445,12500,1000000,7900.14,2019-10-30,2018-12-28 00:00:00,SOUTH,False,0.0,,,
408,10897,445,12500,1000000,7900.14,2019-10-30,2019-01-27 00:00:00,SOUTH,False,0.0,,,
409,10898,445,5000,300000,3864.93,2008-08-23,2008-04-13 00:00:00,SOUTH,False,0.0,,,
410,10899,445,20000,800000,6804.91,2009-10-04,2008-10-30 00:00:00,SOUTH,False,0.0,,,
411,10900,446,5000,600000,2285.69,2012-05-07,2011-06-30 00:00:00,EAST,False,0.0,,,
412,10900,446,5000,600000,2285.69,2012-05-07,2011-07-30 00:00:00,EAST,False,0.0,,,
413,10901,446,20000,1000000,10495.49,2014-02-01,2013-10-10 00:00:00,EAST,False,0.0,,,
414,10901,446,20000,1000000,10495.49,2014-02-01,2013-11-09 00:00:00,EAST,False,0.0,,,
415,10902,447,12500,200000,5907.51,2006-08-01,2005-08-18 00:00:00,WEST,False,0.0,,,
416,10903,447,20000,800000,13200.68,2013-03-17,2011-10-17 00:00:00,WEST,False,0.0,,,
417,10904,448,12500,800000,4922.91,2013-10-05,2012-12-15 00:00:00,EAST,False,0.0,,,
418,10904,448,12500,800000,4922.91,2013-10-05,2013-01-14 00:00:00,EAST,False,0.0,,,
419,10904,448,12500,800000,4922.91,2013-10-05,2013-02-13 00:00:00,EAST,False,0.0,,,
420,10904,448,12500,800000,4922.91,2013-10-05,2013-03-15 00:00:00,EAST,False,0.0,,,
421,10904,448,12500,800000,4922.91,2013-10-05,2013-04-14 00:00:00,EAST,False,0.0,,,
422,10905,448,25000,1000000,8688.65,2013-11-22,2013-01-09 00:00:00,EAST,False,0.0,,,
423,10906,449,5000,300000,1529.91,2014-11-04,2013-10-05 00:00:00,NORTH,False,0.0,,,
424,10906,449,5000,300000,1529.91,2014-11-04,2013-11-04 00:00:00,NORTH,False,0.0,,,
425,10906,449,5000,300000,1529.91,2014-11-04,2013-12-04 00:00:00,NORTH,False,0.0,,,
426,10907,449,20000,1000000,5960.55,2013-11-16,2012-08-11 00:00:00,NORTH,False,0.0,,,
427,10907,449,20000,1000000,5960.55,2013-11-16,2012-09-10 00:00:00,NORTH,False,0.0,,,
428,10907,449,20000,1000000,5960.55,2013-11-16,2012-10-10 00:00:00,NORTH,False,0.0,,,
429,10907,449,20000,1000000,5960.55,2013-11-16,2012-11-09 00:00:00,NORTH,False,0.0,,,
430,10908,449,25000,800000,11589.15,2014-09-05,2013-11-02 00:00:00,NORTH,False,0.0,,,
431,10909,450,15000,800000,11141.68,2020-08-27,2019-10-13 00:00:00,SOUTH,False,0.0,,,
432,10909,450,15000,800000,11141.68,2020-08-27,2019-11-12 00:00:00,SOUTH,False,0.0,,,
433,10909,450,15000,800000,11141.68,2020-08-27,2019-12-12 00:00:00,SOUTH,False,0.0,,,
434,10909,450,15000,800000,11141.68,2020-08-27,2020-01-11 00:00:00,SOUTH,False,0.0,,,
435,10909,450,15000,800000,11141.68,2020-08-27,2020-02-10 00:00:00,SOUTH,False,0.0,,,
436,10910,450,20000,400000,17372.72,2011-10-21,2010-10-25 00:00:00,SOUTH,False,0.0,,,
437,10910,450,20000,400000,17372.72,2011-10-21,2010-11-24 00:00:00,SOUTH,False,0.0,,,
438,10911,451,5000,200000,3982.11,2019-01-21,2018-11-07 00:00:00,NORTH,False,0.0,,,
439,10911,451,5000,200000,3982.11,2019-01-21,2018-12-07 00:00:00,NORTH,False,0.0,,,
440,10911,451,5000,200000,3982.11,2019-01-21,2019-01-06 00:00:00,NORTH,False,0.0,,,
441,10911,451,5000,200000,3982.11,2019-01-21,2019-02-05 00:00:00,NORTH,False,0.0,,,
442,10911,451,5000,200000,3982.11,2019-01-21,2019-03-07 00:00:00,NORTH,False,0.0,,,
443,10912,451,20000,200000,17079.27,2011-01-23,2010-03-14 00:00:00,NORTH,False,0.0,,,
444,10912,451,20000,200000,17079.27,2011-01-23,2010-04-13 00:00:00,NORTH,False,0.0,,,
445,10912,451,20000,200000,17079.27,2011-01-23,2010-05-13 00:00:00,NORTH,False,0.0,,,
446,10912,451,20000,200000,17079.27,2011-01-23,2010-06-12 00:00:00,NORTH,False,0.0,,,
447,10912,451,20000,200000,17079.27,2011-01-23,2010-07-12 00:00:00,NORTH,False,0.0,,,
448,10913,452,25000,300000,20746.4,2010-07-03,2010-03-12 00:00:00,WEST,False,0.0,,,
449,10914,452,5000,200000,1876.69,2014-08-21,2013-08-13 00:00:00,WEST,False,0.0,,,
450,10914,452,5000,200000,1876.69,2014-08-21,2013-09-12 00:00:00,WEST,False,0.0,,,
451,10915,453,15000,800000,3309.32,2016-03-31,2014-11-27 00:00:00,WEST,False,0.0,,,
452,10915,453,15000,800000,3309.32,2016-03-31,2014-12-27 00:00:00,WEST,False,0.0,,,
453,10915,453,15000,800000,3309.32,2016-03-31,2015-01-26 00:00:00,WEST,False,0.0,,,
454,10915,453,15000,800000,3309.32,2016-03-31,2015-02-25 00:00:00,WEST,False,0.0,,,
455,10916,454,12500,500000,11152.62,2007-10-07,2007-06-01 00:00:00,NORTH,False,0.0,,,
456,10916,454,12500,500000,11152.62,2007-10-07,2007-07-01 00:00:00,NORTH,False,0.0,,,
457,10916,454,12500,500000,11152.62,2007-10-07,2007-07-31 00:00:00,NORTH,False,0.0,,,
458,10917,455,10000,500000,6751.94,2010-04-05,2009-06-25 00:00:00,WEST,False,0.0,,,
459,10917,455,10000,500000,6751.94,2010-04-05,2009-07-25 00:00:00,WEST,False,0.0,,,
460,10917,455,10000,500000,6751.94,2010-04-05,2009-08-24 00:00:00,WEST,False,0.0,,,
461,10917,455,10000,500000,6751.94,2010-04-05,2009-09-23 00:00:00,WEST,False,0.0,,,
462,10918,455,7500,500000,4274.78,2010-10-26,2009-07-07 00:00:00,WEST,False,0.0,,,
463,10918,455,7500,500000,4274.78,2010-10-26,2009-08-06 00:00:00,WEST,False,0.0,,,
464,10918,455,7500,500000,4274.78,2010-10-26,2009-09-05 00:00:00,WEST,False,0.0,,,
465,10918,455,7500,500000,4274.78,2010-10-26,2009-10-05 00:00:00,WEST,False,0.0,,,
466,10919,455,5000,800000,1336.72,2008-01-12,2006-12-06 00:00:00,WEST,False,0.0,,,
467,10919,455,5000,800000,1336.72,2008-01-12,2007-01-05 00:00:00,WEST,False,0.0,,,
468,10919,455,5000,800000,1336.72,2008-01-12,2007-02-04 00:00:00,WEST,False,0.0,,,
469,10920,456,25000,500000,14565.16,2006-01-28,2005-02-12 00:00:00,EAST,False,0.0,,,
470,10920,456,25000,500000,14565.16,2006-01-28,2005-03-14 00:00:00,EAST,False,0.0,,,
471,10920,456,25000,500000,14565.16,2006-01-28,2005-04-13 00:00:00,EAST,False,0.0,,,
472,10921,457,20000,800000,11394.16,2010-03-22,2009-02-27 00:00:00,EAST,False,0.0,,,
473,10921,457,20000,800000,11394.16,2010-03-22,2009-03-29 00:00:00,EAST,False,0.0,,,
474,10921,457,20000,800000,11394.16,2010-03-22,2009-04-28 00:00:00,EAST,False,0.0,,,
475,10921,457,20000,800000,11394.16,2010-03-22,2009-05-28 00:00:00,EAST,False,0.0,,,
476,10921,457,20000,800000,11394.16,2010-03-22,2009-06-27 00:00:00,EAST,False,0.0,,,
477,10922,458,15000,400000,9494.03,2018-06-16,2017-10-17 00:00:00,NORTH,False,0.0,,,
478,10923,459,12500,800000,10147.3,2007-03-14,2006-07-05 00:00:00,NORTH,False,0.0,,,
479,10923,459,12500,800000,10147.3,2007-03-14,2006-08-04 00:00:00,NORTH,False,0.0,,,
480,10923,459,12500,800000,10147.3,2007-03-14,2006-09-03 00:00:00,NORTH,False,0.0,,,
481,10923,459,12500,800000,10147.3,2007-03-14,2006-10-03 00:00:00,NORTH,False,0.0,,,
482,10924,459,25000,600000,6765.98,2007-05-03,2006-10-03 00:00:00,NORTH,False,0.0,,,
483,10925,459,15000,600000,3236.7,2010-10-19,2010-03-04 00:00:00,NORTH,False,0.0,,,
484,10925,459,15000,600000,3236.7,2010-10-19,2010-04-03 00:00:00,NORTH,False,0.0,,,
485,10925,459,15000,600000,3236.7,2010-10-19,2010-05-03 00:00:00,NORTH,False,0.0,,,
486,10925,459,15000,600000,3236.7,2010-10-19,2010-06-02 00:00:00,NORTH,False,0.0,,,
487,10925,459,15000,600000,3236.7,2010-10-19,2010-07-02 00:00:00,NORTH,False,0.0,,,
488,10926,460,10000,200000,8100.31,2015-02-22,2013-10-04 00:00:00,EAST,False,0.0,,,
489,10926,460,10000,200000,8100.31,2015-02-22,2013-11-03 00:00:00,EAST,False,0.0,,,
490,10927,460,15000,300000,8436.48,2008-01-14,2006-09-05 00:00:00,EAST,False,0.0,,,
491,10927,460,15000,300000,8436.48,2008-01-14,2006-10-05 00:00:00,EAST,False,0.0,,,
492,10927,460,15000,300000,8436.48,2008-01-14,2006-11-04 00:00:00,EAST,False,0.0,,,
493,10927,460,15000,300000,8436.48,2008-01-14,2006-12-04 00:00:00,EAST,False,0.0,,,
494,10928,461,15000,200000,10323.94,2012-12-06,2012-01-02 00:00:00,NORTH,False,0.0,,,
495,10928,461,15000,200000,10323.94,2012-12-06,2012-02-01 00:00:00,NORTH,False,0.0,,,
496,10928,461,15000,200000,10323.94,2012-12-06,2012-03-02 00:00:00,NORTH,False,0.0,,,
497,10929,461,10000,800000,2225.92,2018-04-12,2018-01-27 00:00:00,NORTH,False,0.0,,,
498,10929,461,10000,800000,2225.92,2018-04-12,2018-02-26 00:00:00,NORTH,False,0.0,,,
499,10929,461,10000,800000,2225.92,2018-04-12,2018-03-28 00:00:00,NORTH,False,0.0,,,
500,10929,461,10000,800000,2225.92,2018-04-12,2018-04-27 00:00:00,NORTH,False,0.0,,,
501,10929,461,10000,800000,2225.92,2018-04-12,2018-05-27 00:00:00,NORTH,False,0.0,,,
502,10930,461,10000,1000000,2975.02,2011-02-06,2010-11-08 00:00:00,NORTH,False,0.0,,,
503,10930,461,10000,1000000,2975.02,2011-02-06,2010-12-08 00:00:00,NORTH,False,0.0,,,
504,10930,461,10000,1000000,2975.02,2011-02-06,2011-01-07 00:00:00,NORTH,False,0.0,,,
505,10931,462,7500,500000,5729.73,2020-02-23,2019-11-18 00:00:00,EAST,False,0.0,,,
506,10931,462,7500,500000,5729.73,2020-02-23,2019-12-18 00:00:00,EAST,False,0.0,,,
507,10932,462,25000,1000000,5618.84,2019-12-24,2018-09-07 00:00:00,EAST,False,0.0,,,
508,10933,462,20000,600000,16425.26,2014-08-12,2014-05-03 00:00:00,EAST,False,0.0,,,
509,10934,463,5000,200000,2738.09,2011-04-14,2011-01-26 00:00:00,EAST,False,0.0,,,
510,10934,463,5000,200000,2738.09,2011-04-14,2011-02-25 00:00:00,EAST,False,0.0,,,
511,10934,463,5000,200000,2738.09,2011-04-14,2011-03-27 00:00:00,EAST,False,0.0,,,
512,10935,463,12500,500000,9338.49,2020-03-05,2019-08-03 00:00:00,EAST,False,0.0,,,
513,10935,463,12500,500000,9338.49,2020-03-05,2019-09-02 00:00:00,EAST,False,0.0,,,
514,10935,463,12500,500000,9338.49,2020-03-05,2019-10-02 00:00:00,EAST,False,0.0,,,
515,10935,463,12500,500000,9338.49,2020-03-05,2019-11-01 00:00:00,EAST,False,0.0,,,
516,10935,463,12500,500000,9338.49,2020-03-05,2019-12-01 00:00:00,EAST,False,0.0,,,
517,10936,464,25000,1000000,8433.05,2007-07-18,2006-03-30 00:00:00,EAST,False,0.0,,,
518,10937,465,20000,200000,10750.43,2021-03-26,2020-04-18 00:00:00,EAST,False,0.0,,,
519,10938,465,7500,500000,3740.88,2014-08-11,2013-06-18 00:00:00,EAST,False,0.0,,,
520,10938,465,7500,500000,3740.88,2014-08-11,2013-07-18 00:00:00,EAST,False,0.0,,,
521,10938,465,7500,500000,3740.88,2014-08-11,2013-08-17 00:00:00,EAST,False,0.0,,,
522,10938,465,7500,500000,3740.88,2014-08-11,2013-09-16 00:00:00,EAST,False,0.0,,,
523,10938,465,7500,500000,3740.88,2014-08-11,2013-10-16 00:00:00,EAST,False,0.0,,,
524,10939,465,5000,600000,2286.98,2009-01-08,2007-08-05 00:00:00,EAST,False,0.0,,,
525,10939,465,5000,600000,2286.98,2009-01-08,2007-09-04 00:00:00,EAST,False,0.0,,,
526,10939,465,5000,600000,2286.98,2009-01-08,2007-10-04 00:00:00,EAST,False,0.0,,,
527,10939,465,5000,600000,2286.98,2009-01-08,2007-11-03 00:00:00,EAST,False,0.0,,,
528,10939,465,5000,600000,2286.98,2009-01-08,2007-12-03 00:00:00,EAST,False,0.0,,,
529,10940,466,7500,300000,4590.24,2015-02-01,2014-10-17 00:00:00,SOUTH,False,0.0,,,
530,10940,466,7500,300000,4590.24,2015-02-01,2014-11-16 00:00:00,SOUTH,False,0.0,,,
531,10940,466,7500,300000,4590.24,2015-02-01,2014-12-16 00:00:00,SOUTH,False,0.0,,,
532,10941,467,5000,1000000,4056.4,2017-03-18,2017-01-10 00:00:00,SOUTH,False,0.0,,,
533,10942,468,7500,500000,2983.63,2007-02-19,2006-09-20 00:00:00,EAST,False,0.0,,,
534,10942,468,7500,500000,2983.63,2007-02-19,2006-10-20 00:00:00,EAST,False,0.0,,,
535,10942,468,7500,500000,2983.63,2007-02-19,2006-11-19 00:00:00,EAST,False,0.0,,,
536,10942,468,7500,500000,2983.63,2007-02-19,2006-12-19 00:00:00,EAST,False,0.0,,,
537,10942,468,7500,500000,2983.63,2007-02-19,2007-01-18 00:00:00,EAST,False,0.0,,,
538,10943,469,7500,400000,4682.15,2018-11-09,2018-07-06 00:00:00,WEST,False,0.0,,,
539,10943,469,7500,400000,4682.15,2018-11-09,2018-08-05 00:00:00,WEST,False,0.0,,,
540,10943,469,7500,400000,4682.15,2018-11-09,2018-09-04 00:00:00,WEST,False,0.0,,,
541,10944,469,20000,200000,7502.78,2020-01-08,2019-10-01 00:00:00,WEST,False,0.0,,,
542,10944,469,20000,200000,7502.78,2020-01-08,2019-10-31 00:00:00,WEST,False,0.0,,,
543,10945,470,20000,1000000,16566.96,2016-10-06,2016-02-07 00:00:00,EAST,False,0.0,,,
544,10945,470,20000,1000000,16566.96,2016-10-06,2016-03-08 00:00:00,EAST,False,0.0,,,
545,10946,470,10000,400000,5859.84,2016-03-16,2014-12-13 00:00:00,EAST,False,0.0,,,
546,10946,470,10000,400000,5859.84,2016-03-16,2015-01-12 00:00:00,EAST,False,0.0,,,
547,10946,470,10000,400000,5859.84,2016-03-16,2015-02-11 00:00:00,EAST,False,0.0,,,
548,10946,470,10000,400000,5859.84,2016-03-16,2015-03-13 00:00:00,EAST,False,0.0,,,
549,10947,470,10000,800000,5524.12,2017-09-27,2016-10-25 00:00:00,EAST,False,0.0,,,
550,10947,470,10000,800000,5524.12,2017-09-27,2016-11-24 00:00:00,EAST,False,0.0,,,
551,10947,470,10000,800000,5524.12,2017-09-27,2016-12-24 00:00:00,EAST,False,0.0,,,
552,10947,470,10000,800000,5524.12,2017-09-27,2017-01-23 00:00:00,EAST,False,0.0,,,
553,10947,470,10000,800000,5524.12,2017-09-27,2017-02-22 00:00:00,EAST,False,0.0,,,
554,10948,471,15000,500000,3823.68,2014-10-09,2014-03-20 00:00:00,EAST,False,0.0,,,
555,10948,471,15000,500000,3823.68,2014-10-09,2014-04-19 00:00:00,EAST,False,0.0,,,
556,10948,471,15000,500000,3823.68,2014-10-09,2014-05-19 00:00:00,EAST,False,0.0,,,
557,10948,471,15000,500000,3823.68,2014-10-09,2014-06-18 00:00:00,EAST,False,0.0,,,
558,10949,472,20000,600000,5718.47,2010-08-18,2010-03-04 00:00:00,SOUTH,False,0.0,,,
559,10949,472,20000,600000,5718.47,2010-08-18,2010-04-03 00:00:00,SOUTH,False,0.0,,,
560,10949,472,20000,600000,5718.47,2010-08-18,2010-05-03 00:00:00,SOUTH,False,0.0,,,
561,10950,473,20000,500000,14698.69,2006-11-17,2005-10-21 00:00:00,EAST,False,0.0,,,
562,10951,473,25000,200000,9864.43,2006-01-08,2005-06-24 00:00:00,EAST,False,0.0,,,
563,10951,473,25000,200000,9864.43,2006-01-08,2005-07-24 00:00:00,EAST,False,0.0,,,
564,10951,473,25000,200000,9864.43,2006-01-08,2005-08-23 00:00:00,EAST,False,0.0,,,
565,10951,473,25000,200000,9864.43,2006-01-08,2005-09-22 00:00:00,EAST,False,0.0,,,
566,10951,473,25000,200000,9864.43,2006-01-08,2005-10-22 00:00:00,EAST,False,0.0,,,
567,10952,473,5000,400000,3134.12,2013-02-05,2011-09-27 00:00:00,EAST,False,0.0,,,
568,10952,473,5000,400000,3134.12,2013-02-05,2011-10-27 00:00:00,EAST,False,0.0,,,
569,10953,474,12500,200000,4300.14,2014-01-22,2013-08-01 00:00:00,NORTH,False,0.0,,,
570,10953,474,12500,200000,4300.14,2014-01-22,2013-08-31 00:00:00,NORTH,False,0.0,,,
571,10953,474,12500,200000,4300.14,2014-01-22,2013-09-30 00:00:00,NORTH,False,0.0,,,
572,10953,474,12500,200000,4300.14,2014-01-22,2013-10-30 00:00:00,NORTH,False,0.0,,,
573,10954,474,15000,200000,6204.05,2020-11-22,2019-10-21 00:00:00,NORTH,False,0.0,,,
574,10954,474,15000,200000,6204.05,2020-11-22,2019-11-20 00:00:00,NORTH,False,0.0,,,
575,10955,475,25000,400000,20880.37,2006-11-28,2005-08-01 00:00:00,SOUTH,False,0.0,,,
576,10955,475,25000,400000,20880.37,2006-11-28,2005-08-31 00:00:00,SOUTH,False,0.0,,,
577,10956,475,10000,800000,6350.71,2011-03-08,2009-11-09 00:00:00,SOUTH,False,0.0,,,
578,10956,475,10000,800000,6350.71,2011-03-08,2009-12-09 00:00:00,SOUTH,False,0.0,,,
579,10957,475,15000,500000,12790.96,2007-06-16,2006-04-13 00:00:00,SOUTH,False,0.0,,,
580,10957,475,15000,500000,12790.96,2007-06-16,2006-05-13 00:00:00,SOUTH,False,0.0,,,
581,10958,476,15000,800000,11074.63,2016-05-10,2015-05-26 00:00:00,SOUTH,False,0.0,,,
582,10958,476,15000,800000,11074.63,2016-05-10,2015-06-25 00:00:00,SOUTH,False,0.0,,,
583,10958,476,15000,800000,11074.63,2016-05-10,2015-07-25 00:00:00,SOUTH,False,0.0,,,
584,10958,476,15000,800000,11074.63,2016-05-10,2015-08-24 00:00:00,SOUTH,False,0.0,,,
585,10958,476,15000,800000,11074.63,2016-05-10,2015-09-23 00:00:00,SOUTH,False,0.0,,,
586,10959,476,12500,800000,3653.89,2009-02-21,2008-08-24 00:00:00,SOUTH,False,0.0,,,
587,10959,476,12500,800000,3653.89,2009-02-21,2008-09-23 00:00:00,SOUTH,False,0.0,,,
588,10959,476,12500,800000,3653.89,2009-02-21,2008-10-23 00:00:00,SOUTH,False,0.0,,,
589,10959,476,12500,800000,3653.89,2009-02-21,2008-11-22 00:00:00,SOUTH,False,0.0,,,
